actor,actor_type,mentions,unique_stories,weighted_mentions,estimated_reach,avg_stance,stance_strength,avg_sentiment,cluster_spread,top_cluster,top_frame,sample_headline,sample_link,mentions_s,unique_stories_s,weighted_mentions_s,estimated_reach_s,cluster_spread_s,share_of_voice,stance_label,impact_score,narrative_role
Government,State / government,412,222,324.573850215696,54061433,-0.28322815533980583,0.4778398058252427,0.03337378640776699,9,Ukraine war and moral neutrality,Other Neutrality Debate,Kathy Sheridan: Our neutrality won’t shield us from skyrocketing fuel prices,https://irishtimes.com/opinion/2026/05/06/kathy-sheridan-irish-neutrality-fuel-prices-ukraine-war-refugees,1.0,1.0,1.0,1.0,1.0,0.08729110537556328,Lean preserve,93.2,Government responder / reframer
Dáil,State / government,185,92,144.25052581222567,20815100,-0.5031621621621623,0.6370864864864865,0.04432432432432432,9,Referendum and constitutional protection,Other Neutrality Debate,Letters to the Editor: Neutralising Ireland’s neutrality,https://irishexaminer.com/opinion/yourview/arid-41838741.html,0.44768856447688565,0.411764705882353,0.4436248619587135,0.38502678980041094,1.0,0.03879483156387217,Strong preserve,52.7,Defender of neutrality
Micheál Martin,Person,155,73,121.42710648564784,18532056,-0.1630451612903226,0.5459999999999999,-0.01032258064516129,9,Ukraine war and moral neutrality,Defence Capability / Underinvestment,Kathy Sheridan: Our neutrality won’t shield us from skyrocketing fuel prices,https://irishtimes.com/opinion/2026/05/06/kathy-sheridan-irish-neutrality-fuel-prices-ukraine-war-refugees,0.3746958637469586,0.32579185520362,0.3732047811377405,0.342796240713782,1.0,0.03265668611517691,Lean preserve,46.7,Government responder / reframer
Sinn Féin,Political party,161,75,124.10664807118415,16821205,-0.5097204968944099,0.5180062111801242,-0.02360248447204969,9,Referendum and constitutional protection,Other Neutrality Debate,Nolan’s Peelers series is both a harrowing insight into the problems facing NI and a damning reflection on Stormont’s failures,https://irishtimes.com/culture/books/review/2026/04/20/crime-fiction-anne-cadwallader-blends-politics-violence-law-and-media-in-gripping-debut,0.38929440389294406,0.33484162895927605,0.3814723212603063,0.3111498172828678,1.0,0.03337732379669628,Strong preserve,46.0,Opposition / neutrality defender
Defence Forces,State / government,133,64,106.43152870893108,14266319,-0.4224887218045113,0.6320075187969925,0.0368421052631579,6,Ukraine war and moral neutrality,Other Neutrality Debate,"Ireland must retain triple lock to protect peacekeeping role, says former PDForra chief",https://irishexaminer.com/news/arid-41837093.html,0.32116788321167883,0.28506787330316746,0.326936963687448,0.26389087762435004,0.625,0.028623765536378118,Lean preserve,38.5,Amplifier / recurring participant
Russia,State / geopolitical actor,129,74,102.56583129112244,15157251,0.0352015503875969,0.3781782945736434,-0.022480620155038763,7,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Kathy Sheridan: Our neutrality won’t shield us from skyrocketing fuel prices,https://irishtimes.com/opinion/2026/05/06/kathy-sheridan-irish-neutrality-fuel-prices-ukraine-war-refugees,0.31143552311435524,0.330316742081448,0.3150096218331752,0.2803708699323601,0.75,0.0275841223229038,Mixed / unclear,37.9,Geopolitical reference point
NATO,International body,82,68,68.7100563152801,16333958,-0.01019512195121951,0.29536585365853657,0.04085365853658537,9,Ukraine war and moral neutrality,Other Neutrality Debate,"Colm McCarthy: Amid uncertainty, prudent progress is needed",http://farmersjournal.ie/viewpoints/viewpoints/colm-mccarthy-amid-uncertainty-prudent-progress-is-needed-914238,0.19708029197080293,0.30316742081447967,0.21054997115852006,0.302136978130047,1.0,0.018478927868625806,Mixed / unclear,37.2,Alignment reference point
Donald Trump,Person,89,73,74.43170861735119,15759532,-0.34838202247191014,0.37647191011235953,0.11741573033707867,8,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,"Colm McCarthy: Amid uncertainty, prudent progress is needed",http://farmersjournal.ie/viewpoints/viewpoints/colm-mccarthy-amid-uncertainty-prudent-progress-is-needed-914238,0.21411192214111924,0.32579185520362,0.22820373336548938,0.29151154761287956,0.875,0.02001771281291664,Lean preserve,37.2,Amplifier / recurring participant
Ukraine,State / geopolitical actor,116,86,96.06529603201608,18862466,0.041379310344827586,0.2904655172413793,0.008189655172413794,6,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Kathy Sheridan: Our neutrality won’t shield us from skyrocketing fuel prices,https://irishtimes.com/opinion/2026/05/06/kathy-sheridan-irish-neutrality-fuel-prices-ukraine-war-refugees,0.2798053527980535,0.3846153846153847,0.2949526701654299,0.34890799139564055,0.625,0.025835864082373563,Mixed / unclear,37.1,Geopolitical reference point
Israel,State / geopolitical actor,94,66,77.60277399556655,16287909,-0.46491489361702126,0.5037446808510638,0.14840425531914894,7,Ukraine war and moral neutrality,Other Neutrality Debate,Whisky diplomacy of King Charles and Donald Trump can’t mask depth of US-UK political breach,https://irishtimes.com/world/uk/2026/05/01/whisky-diplomacy-of-king-charles-and-donald-trump-cant-mask-depth-of-us-uk-political-breach,0.22627737226277372,0.2941176470588236,0.23798783613410804,0.301285187908356,0.75,0.02087054122746281,Strong preserve,37.0,Geopolitical reference point
Shannon Airport,Institution / issue actor,95,50,74.80992306426675,13754557,-0.8215578947368422,0.8215578947368419,0.17473684210526316,6,Shannon Airport and US military use,Shannon / US Military / Anti-war,Neutrality campaigner (91) in Nenagh | Nenagh Guardian,https://www.nenaghguardian.ie/2026/04/27/neutrality-campaigner-91-in-nenagh,0.22871046228710462,0.22171945701357468,0.22937068786684398,0.2544245728743446,0.625,0.0201194300557516,Strong preserve,36.6,Issue symbol / mobilising frame
US military,Institution / issue actor,76,51,60.47646186753913,11632808,-0.7453026315789474,0.7453026315789473,0.19342105263157897,7,Shannon Airport and US military use,Shannon / US Military / Anti-war,Letters to the Editor: Neutralising Ireland’s neutrality,https://irishexaminer.com/opinion/yourview/arid-41838741.html,0.18248175182481752,0.22624434389140272,0.18514578530185286,0.21517757400178422,0.75,0.01626457954672685,Strong preserve,35.2,Issue symbol / mobilising frame
Fianna Fáil,Political party,77,53,60.33480642808715,9361209,-0.473,0.528974025974026,-0.020129870129870133,9,Sinn Féin and government neutrality clash,Other Neutrality Debate,Kathy Sheridan: Our neutrality won’t shield us from skyrocketing fuel prices,https://irishtimes.com/opinion/2026/05/06/kathy-sheridan-irish-neutrality-fuel-prices-ukraine-war-refugees,0.18491484184914841,0.23529411764705882,0.18470871724679055,0.173158728515391,1.0,0.016226482639400498,Strong preserve,35.1,Defender of neutrality
Mary Lou McDonald,Person,92,35,69.24780918506873,9048899,-0.5721847826086957,0.5975543478260871,-0.009782608695652175,9,Sinn Féin and government neutrality clash,Other Neutrality Debate,Cork's 96 FM - Neutrality,https://www.shannonside.ie/news/sinn-fein-leader-claims-parties-are-trying-to-dismantle-irish-neutrality-287669,0.22141119221411193,0.15384615384615385,0.212209170422678,0.16738178212923063,1.0,0.01862355148014453,Strong preserve,35.1,Opposition / neutrality defender
Palestine,State / geopolitical actor,89,39,68.95443158976097,9022459,-0.6494044943820225,0.6494044943820225,0.17247191011235957,7,Shannon Airport and US military use,Shannon / US Military / Anti-war,Neutrality campaigner (91) in Nenagh | Nenagh Guardian,https://www.nenaghguardian.ie/2026/04/27/neutrality-campaigner-91-in-nenagh,0.21411192214111924,0.17194570135746606,0.21130397415576382,0.16689270889286267,0.75,0.018544650316141883,Strong preserve,32.6,Geopolitical reference point
UN Security Council,International body,92,40,71.51533021224189,8958101,-0.7339782608695652,0.7448478260869567,0.052717391304347834,6,Referendum and constitutional protection,Other Neutrality Debate,"Ireland must retain triple lock to protect peacekeeping role, says former PDForra chief",https://irishexaminer.com/news/arid-41837093.html,0.22141119221411193,0.17647058823529413,0.21920544962659394,0.16570224840321934,0.625,0.019233380080916712,Strong preserve,32.3,Institutional legitimacy anchor
Gaza,State / geopolitical actor,59,50,47.68670955423304,8085980,-0.32001694915254236,0.37933898305084746,0.2483050847457627,9,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Public meeting on neutrality in Galway,https://connachttribune.ie/news/public-meeting-on-neutrality-in-galway-8114409,0.1411192214111922,0.22171945701357468,0.1456838896631731,0.14957021209556173,1.0,0.012824895123085727,Lean preserve,31.2,Geopolitical reference point
Fine Gael,Political party,65,45,48.65872572657223,6769052,-0.537923076923077,0.5892153846153846,-0.07384615384615385,8,Sinn Féin and government neutrality clash,Other Neutrality Debate,Classic Hits 4FM - Neutrality,https://www.shannonside.ie/news/sinn-fein-leader-claims-parties-are-trying-to-dismantle-irish-neutrality-287669,0.15571776155717762,0.1990950226244344,0.14868297829384597,0.12521036946985847,0.875,0.013086309793645372,Strong preserve,31.2,Defender of neutrality
United States,State / geopolitical actor,57,46,44.717101493620156,8568332,-0.2576140350877193,0.4835438596491228,0.005263157894736843,7,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Kathy Sheridan: Our neutrality won’t shield us from skyrocketing fuel prices,https://irishtimes.com/opinion/2026/05/06/kathy-sheridan-irish-neutrality-fuel-prices-ukraine-war-refugees,0.1362530413625304,0.20361990950226244,0.13652136950601804,0.15849250610874482,0.75,0.0120262467724228,Lean preserve,28.6,Geopolitical reference point
People Before Profit,Political party,46,22,36.31797087575553,6154296,-0.6727391304347826,0.6727391304347826,0.16304347826086957,7,Public protest and anti-war solidarity,Other Neutrality Debate,Galway Bay FM - Neutrality,https://irishtimes.com/ireland/2026/04/18/hundreds-demonstrate-in-dublin-to-demand-irelands-neutrality-be-protected,0.10948905109489052,0.09502262443438915,0.11060643325248425,0.11383893578995584,0.75,0.00976737904373821,Strong preserve,27.1,Opposition / neutrality defender
Helen McEntee,Person,73,31,55.092313340574705,6181481,0.020561643835616428,0.5183424657534247,-0.004109589041095891,6,Ukraine war and moral neutrality,Defence Capability / Underinvestment,Dorcha Lee: Security will be the big challenge for Ireland's EU presidency,https://irishexaminer.com/opinion/commentanalysis/arid-41823866.html,0.17518248175182483,0.13574660633484162,0.1685333676357832,0.11434178964512465,0.625,0.014816563090340717,Mixed / unclear,25.9,Government responder / reframer
Lelia Doolan,Person,44,23,33.63255288105491,6743375,-0.8266590909090908,0.8266590909090908,0.14886363636363636,5,Shannon Airport and US military use,Shannon / US Military / Anti-war,Neutrality campaigner (91) in Nenagh | Nenagh Guardian,https://www.nenaghguardian.ie/2026/04/27/neutrality-campaigner-91-in-nenagh,0.10462287104622872,0.0995475113122172,0.10232076187612316,0.12473540980683956,0.5,0.00904516095686194,Strong preserve,25.7,Civil society mobiliser
Labour Party,Political party,44,22,33.82873080392846,5310598,-0.7107272727272728,0.7107272727272729,0.075,6,Shannon Airport and US military use,Shannon / US Military / Anti-war,BUYER'S REMORSE AND BREXIT,https://www.corkbeo.ie/news/local-news/91-year-old-clare-woman-33776274,0.10462287104622872,0.09502262443438915,0.10292605528051495,0.09823265321139378,0.625,0.009097921176844338,Strong preserve,25.2,Opposition / neutrality defender
Simon Harris,Person,45,23,33.33494043771532,4722851,-0.6240444444444445,0.6759111111111112,0.03666666666666667,5,Shannon Airport and US military use,Shannon / US Military / Anti-war,KFM Radio - Neutrality,https://www.corkbeo.ie/news/local-news/91-year-old-clare-woman-33776274,0.10705596107055962,0.0995475113122172,0.10140249927868246,0.08736081783107746,0.5,0.00896512087003618,Strong preserve,22.8,Defender of neutrality
Cabinet,State / government,43,32,33.014674114015364,4133458,-0.3805813953488373,0.4422093023255814,-0.09069767441860466,5,Triple Lock and UN mandate debate,Other Neutrality Debate,"Colm McCarthy: Amid uncertainty, prudent progress is needed",http://farmersjournal.ie/viewpoints/viewpoints/colm-mccarthy-amid-uncertainty-prudent-progress-is-needed-914238,0.10218978102189781,0.14027149321266968,0.10041433970116799,0.07645853560707501,0.5,0.008878988233683133,Lean preserve,20.3,Government responder / reframer
Triple Lock,Institution / issue actor,22,20,17.512710668398757,2414045,-0.680590909090909,0.680590909090909,0.22272727272727275,5,Triple Lock and UN mandate debate,Other Neutrality Debate,"In a world thirsty for bloody war, Ireland must protect the Triple Lock at all costs",https://irishtimes.com/ireland/2026/04/18/hundreds-demonstrate-in-dublin-to-demand-irelands-neutrality-be-protected,0.05109489051094891,0.08597285067873305,0.052584104314270186,0.0446537367960631,0.5,0.004709879959063384,Strong preserve,20.2,Issue symbol / mobilising frame
EU,International body,43,21,35.055900004740046,6130455,-0.5974418604651163,0.677674418604651,0.00813953488372093,2,Referendum and constitutional protection,Other Neutrality Debate,Proposal to increase EU tariffs on goods from Israeli settlements,https://irishtimes.com/world/europe/2026/04/20/proposal-to-increase-eu-tariffs-on-goods-from-israeli-settlements,0.10218978102189781,0.0904977375565611,0.10671240092249017,0.11339793749085415,0.125,0.009427956871187868,Strong preserve,18.2,Alignment reference point
Volodymyr Zelenskiy,Person,21,14,17.162465367383344,2763038,0.5842380952380952,0.6658571428571427,-0.3119047619047619,4,Defence capability and security gaps,Defence Capability / Underinvestment,Kathy Sheridan: Our neutrality won’t shield us from skyrocketing fuel prices,https://irishtimes.com/opinion/2026/05/06/kathy-sheridan-irish-neutrality-fuel-prices-ukraine-war-refugees,0.04866180048661801,0.05882352941176472,0.0515034466769656,0.05110922605399675,0.375,0.004615684756776093,Move away / align,17.8,Reframer / reform advocate
Murphy,Organisation / other,26,4,19.52169284821565,2556624,-0.849576923076923,0.849576923076923,0.175,3,Public protest and anti-war solidarity,Other Neutrality Debate,Hundreds demonstrate in Dublin to demand Ireland’s neutrality be protected,https://irishtimes.com/ireland/2026/04/18/hundreds-demonstrate-in-dublin-to-demand-irelands-neutrality-be-protected,0.060827250608272515,0.013574660633484163,0.058782679797035615,0.047291088269894734,0.25,0.0052501769516876675,Strong preserve,17.7,Defender of neutrality
Irish Neutrality League,Civil society / NGO,28,5,22.090817858133832,3018754,-0.8642857142857142,0.8642857142857142,0.20892857142857144,2,Public protest and anti-war solidarity,Other Neutrality Debate,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners",https://echolive.ie/nationalnews/arid-41828123.html,0.06569343065693431,0.01809954751131222,0.06670953721699034,0.05583932634564089,0.125,0.005941119126526243,Strong preserve,16.6,Civil society mobiliser
White House,Organisation / other,35,23,27.094181128708428,3650940,-0.3954571428571429,0.3954571428571429,0.07428571428571429,4,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Analysis: President Connolly’s first five months in office; how has she performed to date? – Trinity News,https://www.trinitynews.ie/2026/04/analysis-president-connollys-first-five-months-in-office-how-has-she-performed-to-date,0.08272506082725062,0.0995475113122172,0.08214706832698729,0.06753317101305842,0.375,0.007286726944881628,Lean preserve,16.4,Amplifier / recurring participant
Ireland Palestine Solidarity Campaign,Organisation / other,29,6,22.598314984559373,2709646,-0.8344827586206897,0.8344827586206897,0.1793103448275862,2,Public protest and anti-war solidarity,Other Neutrality Debate,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners",https://echolive.ie/nationalnews/arid-41828123.html,0.0681265206812652,0.02262443438914027,0.06827538447887196,0.05012160887411179,0.125,0.00607760573846731,Strong preserve,16.3,Defender of neutrality
Tanaiste Simon Harris,Organisation / other,26,5,18.68762964817818,1889237,-0.8984615384615384,0.8984615384615384,0.11346153846153847,2,Shannon Airport and US military use,Shannon / US Military / Anti-war,91-year-old Clare woman walks 220km from Shannon Airport to the Dáil in protest,https://www.corkbeo.ie/news/local-news/91-year-old-clare-woman-33776274,0.060827250608272515,0.01809954751131222,0.056209235515264855,0.03494611398850637,0.125,0.005025863444496726,Strong preserve,16.3,Defender of neutrality
Éireann,Organisation / other,8,4,6.0319323692572615,777624,0.34825,0.763,-0.2,4,Defence capability and security gaps,Defence Capability / Underinvestment,"Cork-born Lelia Doolan, 91, to walk from Shannon to Dublin in protest over US military use of airport",https://irishexaminer.com/news/spotlight/arid-41816621.html,0.0170316301703163,0.013574660633484163,0.017160957407805284,0.014384080421989553,0.375,0.0016222318702298346,Reform / redefine,16.3,Reframer / reform advocate
Bill,Organisation / other,11,11,9.582796755705854,3052849,-0.45890909090909093,0.45890909090909093,0.15,5,Ukraine war and moral neutrality,Shannon / US Military / Anti-war,Proposal to increase EU tariffs on goods from Israeli settlements,https://irishtimes.com/world/europe/2026/04/20/proposal-to-increase-eu-tariffs-on-goods-from-israeli-settlements,0.024330900243309004,0.04524886877828055,0.028116903732063506,0.056469997752371826,0.5,0.002577203680576957,Strong preserve,16.0,Defender of neutrality
Dublin City Council,Organisation / other,7,7,5.6523529441112075,733163,-0.5477142857142857,0.5477142857142857,0.049999999999999996,5,Triple Lock and UN mandate debate,Triple Lock / UN Mandate,Political fallout ongoing after Healy-Rae resignation,https://www.rte.ie/news/2026/0415/1568354-politics-live-blog,0.014598540145985401,0.02714932126696833,0.01598979136058481,0.01356166419044053,0.5,0.0015201475292491895,Strong preserve,15.5,Defender of neutrality
Ivana Bacik,Organisation / other,29,8,20.800841706751196,2716744,-0.9073793103448275,0.9073793103448274,0.10172413793103449,1,Shannon Airport and US military use,Shannon / US Military / Anti-war,91-year-old Clare woman walks 220km from Shannon Airport to the Dáil in protest,https://www.corkbeo.ie/news/local-news/91-year-old-clare-woman-33776274,0.0681265206812652,0.031674208144796386,0.06272940507562844,0.0502529039509552,0.0,0.005594192089466805,Strong preserve,15.5,Defender of neutrality
John Lennon,Organisation / other,27,6,19.8209663551102,2657340,-0.9075925925925925,0.9075925925925924,0.10925925925925926,1,Shannon Airport and US military use,Shannon / US Military / Anti-war,91-year-old Clare woman walks 220km from Shannon Airport to the Dáil in protest,https://www.corkbeo.ie/news/local-news/91-year-old-clare-woman-33776274,0.06326034063260341,0.02262443438914027,0.05970606749112003,0.049154079951968715,0.0,0.005330663766041585,Strong preserve,15.2,Defender of neutrality
Micheal,Organisation / other,25,4,17.94332037618272,1830739,-0.9077200000000001,0.9077199999999999,0.11800000000000001,1,Shannon Airport and US military use,Shannon / US Military / Anti-war,91-year-old Clare woman walks 220km from Shannon Airport to the Dáil in protest,https://www.corkbeo.ie/news/local-news/91-year-old-clare-woman-33776274,0.05839416058394161,0.013574660633484163,0.05391272076698244,0.0338640487017797,0.0,0.004825688417917758,Strong preserve,14.5,Defender of neutrality
Bairbre Holmes,Organisation / other,8,6,6.253489354397264,466753,-0.88975,0.88975,0.0,2,Referendum and constitutional protection,Other Neutrality Debate,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners",https://echolive.ie/nationalnews/arid-41828123.html,0.0170316301703163,0.02262443438914027,0.01784455615244393,0.008633751902210954,0.125,0.0016818175519589561,Strong preserve,14.5,Defender of neutrality
BreakingNews,Organisation / other,3,3,2.887328246631202,1194255,-0.39633333333333337,0.7796666666666666,0.0,3,Public protest and anti-war solidarity,Other Neutrality Debate,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners | BreakingNews",https://www.breakingnews.ie/ireland/fuel-demonstrations-prove-protests-effective-say-neutrality-campaigners-1887441.html,0.0048661800486618,0.009049773755656108,0.00745849901203714,0.022090701887240022,0.25,0.0007765199632164833,Lean preserve,14.5,Participant / responder
UN,International body,17,16,14.52616232216582,3766271,-0.49376470588235294,0.49376470588235294,0.2882352941176471,3,Ukraine war and moral neutrality,Peacekeeping / Identity / Tradition,"Ukrainian diplomat on Irish neutrality: ‘Security is something you need to discuss, but which makes you very nervous’",https://irishtimes.com/world/europe/2026/05/01/stop-you-have-crossed-a-line-ukrainian-diplomat-likens-irish-security-attitude-to-stance-on-birth-control,0.038929440389294405,0.06787330316742082,0.04336931607819911,0.06966650329080251,0.25,0.003906675676811485,Strong preserve,14.2,Institutional legitimacy anchor
Bob Dylan’s Blowin,Organisation / other,22,3,15.916147662317389,2030283,-0.9016363636363637,0.9016363636363635,0.10454545454545454,1,Shannon Airport and US military use,Shannon / US Military / Anti-war,91-year-old woman walks 220km to protest over US military at Co Clare airport,http://leinsterleader.ie/news/national-news/2062297/91-year-old-woman-walks-220km-to-protest-us-military-at-co-clare-airport.html,0.05109489051094891,0.009049773755656108,0.047658019650299574,0.03755510883331561,0.0,0.004280499251067472,Strong preserve,14.2,Defender of neutrality
Instagram,Organisation / other,2,2,1.8778936239965272,829413,-0.9045000000000001,0.9045000000000001,0.65,2,Public protest and anti-war solidarity,Shannon / US Military / Anti-war,Anti-war protest to take place in Dublin next week | Hotpress,https://www.hotpress.com/opinion/anti-war-protest-to-take-place-in-dublin-next-week-23136880,0.0024330900243309003,0.004524886877828055,0.004343958342548393,0.015342046149609094,0.125,0.0005050419499520487,Strong preserve,14.1,Defender of neutrality
Bob Dylan,Organisation / other,6,4,4.744510066363324,696340,-0.8591666666666667,0.8591666666666667,0.16666666666666666,2,Shannon Airport and US military use,Shannon / US Military / Anti-war,91-year-old Clare woman walks 220km from Shannon Airport to the Dáil in protest,https://www.corkbeo.ie/news/local-news/91-year-old-clare-woman-33776274,0.0121654501216545,0.013574660633484163,0.013188704989214333,0.012880531672181164,0.125,0.0012759916668675414,Strong preserve,13.9,Defender of neutrality
Cratloe,Organisation / other,2,2,1.778275701214286,472158,-0.895,0.895,0.0,2,Shannon Airport and US military use,Shannon / US Military / Anti-war,Doolan to undertake peace walk from Clare to the Dáil,https://clarechampion.ie/doolan-to-undertake-peace-walk-from-clare-to-the-dail,0.0024330900243309003,0.004524886877828055,0.0040365941359339266,0.008733730754047899,0.125,0.0004782506400880514,Strong preserve,13.8,Defender of neutrality
Irish Naval Service,Organisation / other,19,12,14.240301515949533,1085438,0.6356842105263157,0.6957894736842105,-0.3105263157894737,2,Defence capability and security gaps,Defence Capability / Underinvestment,Marine Notice: Inshore Geophysical and Geotechnical Survey in Galway Bay,https://afloat.ie/port-news/undersea-cables/item/71118-marine-notice-inshore-geophysical-and-geotechnical-survey-in-galway-bay,0.043795620437956206,0.0497737556561086,0.042487312343821866,0.02007786216099747,0.125,0.0038297960830253963,Move away / align,13.5,Reframer / reform advocate
Rooney,Organisation / other,2,2,1.971832178564434,829413,-0.85,0.85,0.325,2,Triple Lock and UN mandate debate,Peacekeeping / Identity / Tradition,"Ireland must retain triple lock to protect peacekeeping role, says former PDForra chief",https://irishexaminer.com/news/arid-41837093.html,0.0024330900243309003,0.004524886877828055,0.0046337992515823,0.015342046149609094,0.125,0.0005303058467822029,Strong preserve,13.4,Defender of neutrality
Hotpress,Organisation / other,6,6,5.8616903832102265,2517876,-0.7416666666666667,0.7416666666666666,0.16666666666666666,2,Public protest and anti-war solidarity,Shannon / US Military / Anti-war,"Sally Rooney and Omar Barghouti speak at BDS Panel: ""The Irish government is not listening to its people, not just about Palestine but about everything"" | Hotpress",https://www.hotpress.com/opinion/sally-rooney-and-omar-barghouti-speak-at-bds-panel-the-irish-government-is-not-listening-to-its-people-not-just-about-palestine-but-about-everything-23137398,0.0121654501216545,0.02262443438914027,0.01663568754157649,0.046574348112451994,0.125,0.0015764468782056736,Strong preserve,13.4,Defender of neutrality
Seán Lemass,Organisation / other,3,3,2.718022992688418,890961,-0.26099999999999995,0.7056666666666667,0.3333333333333333,3,Sinn Féin and government neutrality clash,Budget / Fiscal / Public Finances,"Ireland must retain triple lock to protect peacekeeping role, says former PDForra chief",https://irishexaminer.com/news/arid-41837093.html,0.0048661800486618,0.009049773755656108,0.006936119367888796,0.01648052873478215,0.25,0.0007309868965423358,Lean preserve,13.4,Participant / responder
Laois,Organisation / other,8,8,5.951277882400687,463362,-0.5271250000000001,0.5271250000000001,0.1625,4,Public protest and anti-war solidarity,Shannon / US Military / Anti-war,In PICTURES: Peace protester bypasses fuel protest on Laois leg of March,https://www.leinsterexpress.ie/news/pictures---videos/2057349/in-pictures-peace-protester-bypasses-fuel-protest-on-laois-leg-of-march.html,0.0170316301703163,0.031674208144796386,0.01691210357036121,0.008571026964823519,0.375,0.0016005405993325319,Strong preserve,13.4,Defender of neutrality
Co Limerick,Organisation / other,3,2,2.852602047710297,456606,-0.8333333333333334,0.8333333333333334,0.0,2,Shannon Airport and US military use — international angle,Shannon / US Military / Anti-war,EU’s values not as clear as they should be,https://irishtimes.com/opinion/letters/2026/03/19/eus-values-not-as-clear-as-they-should-be,0.0048661800486618,0.004524886877828055,0.007351353728518312,0.008446058024396061,0.125,0.0007671806763722628,Strong preserve,13.1,Defender of neutrality
Aindriú de Buitléir,Organisation / other,2,2,1.1743855456790688,419646,-0.8445,0.8445,0.0,2,Public protest and anti-war solidarity,Shannon / US Military / Anti-war,Comment: The Shannon Three – awaiting judgment,https://www.ontheditch.com/comment-the-shannon-three-awaiting-judgment,0.0024330900243309003,0.004524886877828055,0.002173332853683441,0.007762391352075332,0.125,0.00031584002331452323,Strong preserve,13.1,Defender of neutrality
Healthcare Workers Against Genocide,Organisation / other,3,2,2.841435902718342,459418,-0.8333333333333334,0.8333333333333334,0.65,2,Ukraine war and moral neutrality,Shannon / US Military / Anti-war,It’s time for Irish people to push back against war on neutrality,https://www.hotpress.com/opinion/anti-war-protest-to-take-place-in-dublin-next-week-23136880,0.0048661800486618,0.004524886877828055,0.007316901360906745,0.008498072923816134,0.125,0.0007641776459726054,Strong preserve,13.1,Defender of neutrality
Irish Mirror,Organisation / other,2,2,1.9024055660362484,695296,-0.833,0.833,0.0,2,Public protest and anti-war solidarity,Other Neutrality Debate,91-year-old woman walks 220km to protest US military at Co Clare airport,https://www.irishmirror.ie/news/irish-news/91-year-old-woman-walks-37022409,0.0024330900243309003,0.004524886877828055,0.004419588243345338,0.012861220308385091,0.125,0.0005116342078130164,Strong preserve,13.1,Defender of neutrality
MacDonald,Organisation / other,2,2,1.0014925937285426,150000,-0.857,0.857,0.175,2,Sinn Féin and government neutrality clash,Other Neutrality Debate,KFM Radio - Neutrality,,0.0024330900243309003,0.004524886877828055,0.0016398836156214325,0.00277462123506789,0.125,0.0002693420787716213,Strong preserve,13.1,Defender of neutrality
Shannonwatch,Civil society / NGO,2,2,1.5282462750933008,120537,-0.8285,0.8285,0.325,2,Defence capability and security gaps,Other Neutrality Debate,91 year old lady walking to Dáíl welcomes Laois supporters,https://www.leinsterexpress.ie/news/newsletter-laois-live/2053521/91-year-old-lady-walking-to-dail-welcomes-laois-supporters.html,0.0024330900243309003,0.004524886877828055,0.0032651456451042527,0.0022296301320758553,0.125,0.00041100756130023634,Strong preserve,12.8,Civil society mobiliser
Blowin,Organisation / other,5,3,3.7111859661163478,276694,-0.931,0.931,0.13,1,Shannon Airport and US military use,Shannon / US Military / Anti-war,91-year-old Clare woman walks 220km from Shannon Airport to the Dáil in protest,https://www.corkbeo.ie/news/local-news/91-year-old-clare-woman-33776274,0.009732360097323601,0.009049773755656108,0.010000454989841343,0.005118140320105832,0.0,0.0009980888017358453,Strong preserve,12.7,Defender of neutrality
Jim O'Callaghan,Organisation / other,12,5,8.930688479212762,700744,0.8663333333333334,0.8663333333333333,-0.46249999999999997,1,Defence capability and security gaps,Defence Capability / Underinvestment,'Embarrassing': Ireland's defence capabilities questioned over drone incursion during Zelenskiy visit,https://echolive.ie/nationalnews/arid-41778812.html,0.0267639902676399,0.01809954751131222,0.02610486877456731,0.012961994551642757,0.0,0.002401825250546913,Move away / align,12.7,Reframer / reform advocate
James Cox People,Organisation / other,12,5,8.930688479212762,700744,0.8663333333333334,0.8663333333333333,-0.46249999999999997,1,Defence capability and security gaps,Defence Capability / Underinvestment,'Embarrassing': Ireland's defence capabilities questioned over drone incursion during Zelenskiy visit,https://echolive.ie/nationalnews/arid-41778812.html,0.0267639902676399,0.01809954751131222,0.02610486877456731,0.012961994551642757,0.0,0.002401825250546913,Move away / align,12.7,Reframer / reform advocate
